Sarcastic,non_sarcastic,,,
papa john's beat on earnings pzza up 8 guess that's where peyton manning is spending all his free time in retirement,papa john's beat on earnings pzza up 8 guess that's where peyton manning is working after his retirement,"
","
","
"
papa john's beat on earnings pzza up 8 guess that's where peyton manning is spending all his free time in retirement,papa john's beat on earnings pzza up 8 guess that's where peyton manning is spending all his free time in retirement,"
","
","
"
papa john's beat on earnings pzza up 8 guess that's where peyton manning is spending all his free time in retirement,papa john's beat on earnings pzza up 8 guess that's where peyton manning is spending all his free time in retirement,"
","
","
"
papa john's beat on earnings pzza up 8 guess that's where peyton manning is spending all his free time in retirement,papa john's beat on earnings pzza up 8 guess that's where peyton manning is spending all his free time in retirement,"
","
","
"
 men women belong in the kitchen women you wish asshole, men women belong in the kitchen women you wish asshole,"
","
","
"
 men women belong in the kitchen women you wish asshole, men women belong in the kitchen women you wish we're useless ?,"
","
","
"
 men women belong in the kitchen women you wish asshole, men women belong in the kitchen women you wish asshole,"
","
","
"
 men women belong in the kitchen women you wish asshole, men women belong in the kitchen women you wish asshole,"
","
","
"
 men women belong in the kitchen women you wish asshole, men women belong in the kitchen women no they do not asshole,"
","
","
"
lois talking about the death of her 12 year old car is so heartbreaking,lois talking about the death of her 12 year old car is so funny,"
","
","
"
lois talking about the death of her 12 year old car is so heartbreaking,lois talking about the breakage of her 12 year old car is so ridiculous,"
","
","
"
lois talking about the death of her 12 year old car is so heartbreaking,lois talking about the death of her 12 year old car is so lame,"
","
","
"
lois talking about the death of her 12 year old car is so heartbreaking,lois talking about the death of her 12 year old car is so hilarious,"
","
","
"
lois talking about the death of her 12 year old car is so heartbreaking,there is nothing heartbreaking about lois talking about the death of her 12 year old car,"
","
","
"
 empowertising my new favorite word none of that going in silicon valley no not at all, empowertising my new favorite word all of that going in silicon valley all,"
","
","
"
 empowertising my new favorite word none of that going in silicon valley no not at all, empowertising my new hated word none of that going in silicon valley no not at all,"
","
","
"
 empowertising my new favorite word none of that going in silicon valley no not at all, empowertising my new favorite word everything going in sillicon valley,"
","
","
"
 empowertising my new favorite word none of that going in silicon valley no not at all, empowertising my new favorite word all of that going in silicon valley,"
","
","
"
 empowertising my new favorite word none of that going in silicon valley no not at all, empowertising my new favourite word a lot of it going on in silicon valley,"
","
","
"
 so much fun taking the underground with manchester city and real madrid fans, not much fun taking the underground with manchester city and real madrid fans,"
","
","
"
 so much fun taking the underground with manchester city and real madrid fans, it is hellish taking the underground with manchester city and real madrid fans,"
","
","
"
 so much fun taking the underground with manchester city and real madrid fans, it's annoying taking the underground with manchester city and real madrid fans,"
","
","
"
 so much fun taking the underground with manchester city and real madrid fans, so boring taking the underground with manchester city and real madrid fans,"
","
","
"
 so much fun taking the underground with manchester city and real madrid fans, i am not enjoying taking the underground with manchester city and real madrid fans,"
","
","
"
 it's official congratulations gop you built that you must be so proud, it's official congratulations gop you built that you must be so proud,"
","
","
"
 it's official congratulations gop you built that you must be so proud, it's official oh sorry gop you built that you must be so dejected,"
","
","
"
 it's official congratulations gop you built that you must be so proud, gop did it so badly,"
","
","
"
 it's official congratulations gop you built that you must be so proud, disappointing gop you didn t earn that must be pitting yourself,"
","
","
"
 it's official congratulations gop you built that you must be so proud, gop you built that you should be ashamed of yourself,"
","
","
"
 so i've had my scan aaaand i have a large cyst either attached to my ovary or my bowel they don't know fucking awesome, so i've had my scan aaaand i have a large cyst either attached to my ovary or my bowel they don't know fucking awful,"
","
","
"
 so i've had my scan aaaand i have a large cyst either attached to my ovary or my bowel they don't know fucking awesome, so i've had my scan aaaand i have a large cyst either attached to my ovary or my bowel they don't know fucking irritating,"
","
","
"
 so i've had my scan aaaand i have a large cyst either attached to my ovary or my bowel they don't know fucking awesome, so i've had my scan aaaand i have a large cyst either attached to my ovary or my bowel they don't know fucking horrible,"
","
","
"
